"","ODFW_ID","OSU_ID","Year","WMU","Latitude","Longitude","Sex","DAN","Nloci","C273.1","C273.2","C89.1","C89.2","OdhE.1","OdhE.2","SBTD05.1","SBTD05.2","SBTD06.1","SBTD06.2","T159s.1","T159s.2","T7.1","T7.2"
"955","16.G6.C3.22.13","SaD3762",2022,"Santiam",44.5966020010804,-122.540182999995,NA,NA,"2",NA,NA,NA,NA,"149","149",NA,NA,"191","195",NA,NA,NA,NA
"956","16.G6.C3.22.14","SaD3763",2022,"Santiam",44.5964490010804,-122.540728999995,NA,NA,"2",NA,NA,"175","175",NA,NA,NA,NA,"195","195",NA,NA,NA,NA
"957","16.G6.C3.22.15","SaD3764",2022,"Santiam",44.5964610010804,-122.541181999995,NA,NA,"0",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"958","16.G6.C4.22.01","SaD3765",2022,"Santiam",44.5892700010804,-122.569497999996,NA,NA,"1",NA,NA,NA,NA,"141","161",NA,NA,NA,NA,NA,NA,NA,NA
"959","16.G6.C4.22.02","SaD3766",2022,"Santiam",44.5890260010804,-122.568604999996,NA,NA,"2",NA,NA,"159","159",NA,NA,NA,NA,"195","195",NA,NA,NA,NA
"960","16.G6.C4.22.03","SaD3767",2022,"Santiam",44.5885940010803,-122.568485999996,NA,NA,"0",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"961","16.G6.C4.22.04","SaD3768",2022,"Santiam",44.5922630010804,-122.566290999995,"f","113","5","170","170","159","159","141","149",NA,NA,"191","195","191","203",NA,NA
"962","16.G6.C4.22.05","SaD3769",2022,"Santiam",44.5926430010804,-122.565998999995,"f","113","5","170","170","159","159","141","149",NA,NA,"191","195","191","203",NA,NA
"963","16.G6.C4.22.06","SaD3770",2022,"Santiam",44.5947230010805,-122.567318999995,NA,NA,"3","170","170","159","159",NA,NA,NA,NA,"191","195",NA,NA,NA,NA
"964","16.G6.C4.22.07","SaD3771",2022,"Santiam",44.5925860010803,-122.570250999996,NA,NA,"2","146","146",NA,NA,NA,NA,NA,NA,"195","199",NA,NA,NA,NA
"965","16.G6.C4.22.08","SaD3772",2022,"Santiam",44.5940920010804,-122.570413999996,NA,NA,"0",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"966","16.G6.C4.22.09","SaD3773",2022,"Santiam",44.5942790010804,-122.570467999996,NA,NA,"0",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"967","16.G6.C4.22.10","SaD3774",2022,"Santiam",44.5957260010804,-122.571690999996,NA,NA,"0",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"968","16.G6.C4.22.11","SaD3775",2022,"Santiam",44.5956550010804,-122.572391999996,NA,NA,"4",NA,NA,NA,NA,"141","149",NA,NA,"191","195","207","207","243","243"
"969","16.G6.C4.22.12","SaD3776",2022,"Santiam",44.5956640010805,-122.572552999996,"f","35","5","154","170","159","175","141","141",NA,NA,"191","195","203","203",NA,NA
"970","16.G6.C4.22.13","SaD3777",2022,"Santiam",44.5955880010805,-122.572554999996,"m","228","5",NA,NA,"155","159","141","149","133","137","191","195",NA,NA,"227","239"
"971","16.G6.C4.22.14","SaD3778",2022,"Santiam",44.5957080010805,-122.575688999996,NA,NA,"0",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"972","16.G6.C4.22.15","SaD3779",2022,"Santiam",44.5918240010805,-122.570317999996,NA,NA,"0",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"973","16.G6.C4.22.16","SaD3780",2022,"Santiam",44.5908070010804,-122.569124999996,NA,NA,"0",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"974","16.G6.C4.22.17","SaD3781",2022,"Santiam",44.5907970010804,-122.570000999996,NA,NA,"0",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"975","16.G6.C4.22.18","SaD3782",2022,"Santiam",44.5905480010804,-122.570912999996,NA,NA,"0",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"976","16.G6.C4.22.19","SaD3783",2022,"Santiam",44.5882290010803,-122.576045999996,"f","229","6","170","170","159","179","141","149","137","137","191","195",NA,NA,"227","231"
"977","16.G6.C5.22.01","SaD3784",2022,"Santiam",44.5900570010804,-122.557623999995,"m","230","5","154","154",NA,NA,"141","141","137","137","195","195","183","191",NA,NA
"978","16.G6.C5.22.02","SaD3785",2022,"Santiam",44.5863310010803,-122.560278999995,NA,NA,"3",NA,NA,NA,NA,"141","141","125","125","183","183",NA,NA,NA,NA
"979","16.G6.C5.22.03","SaD3786",2022,"Santiam",44.5874580010803,-122.562945999995,NA,NA,"2",NA,NA,NA,NA,"149","149","133","133",NA,NA,NA,NA,NA,NA
"980","16.G6.C5.22.04","SaD3787",2022,"Santiam",44.5878220010804,-122.562670999995,NA,NA,"3","170","170",NA,NA,"141","157",NA,NA,"191","195",NA,NA,NA,NA
"981","16.G6.C5.22.05","SaD3788",2022,"Santiam",44.5897310010803,-122.562093999995,NA,NA,"0",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"982","16.G6.C5.22.06","SaD3789",2022,"Santiam",44.5903230010804,-122.562182999995,NA,NA,"0",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"983","16.G6.C5.22.07","SaD3790",2022,"Santiam",44.5906790010804,-122.561786999995,"f","110","7","142","170","159","183","141","149","133","133","191","191","203","207","219","231"
"984","16.G6.C5.22.08","SaD3791",2022,"Santiam",44.5908260010804,-122.561792999995,"f","110","5","142","170","159","183","141","149",NA,NA,"191","191","203","207",NA,NA
"985","16.G6.C5.22.09","SaD3792",2022,"Santiam",44.5910630010804,-122.561869999995,"f","231","7","170","170","163","175","141","149","113","113","191","195","191","207","223","231"
"986","16.G6.C5.22.10","SaD3793",2022,"Santiam",44.5915910010804,-122.561588999995,NA,NA,"1","170","170",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"987","16.G6.C5.22.11","SaD3794",2022,"Santiam",44.5956090010804,-122.562715999995,"f","115","6","170","170","167","179","141","141","113","125","191","195","183","219",NA,NA
"988","16.G6.C5.22.12","SaD3795",2022,"Santiam",44.5956390010805,-122.562716999995,"m","109","6","154","170","159","179",NA,NA,"125","137","195","199","219","219","231","231"
"989","16.G6.C5.22.13","SaD3796",2022,"Santiam",44.5957410010804,-122.562519999995,NA,NA,"2","170","170",NA,NA,NA,NA,NA,NA,"191","195",NA,NA,NA,NA
"990","16.G6.C5.22.14","SaD3797",2022,"Santiam",44.5956500010804,-122.562412999995,NA,NA,"3","154","170",NA,NA,"141","141",NA,NA,NA,NA,NA,NA,"231","231"
"991","16.G6.C5.22.15","SaD3798",2022,"Santiam",44.5956650010804,-122.562080999995,NA,NA,"3",NA,NA,"159","159",NA,NA,NA,NA,"195","195","183","183",NA,NA
"992","16.G6.C5.22.16","SaD3799",2022,"Santiam",44.5954020010804,-122.560911999995,NA,NA,"2","170","170",NA,NA,"141","149",NA,NA,NA,NA,NA,NA,NA,NA
"993","16.G6.C5.22.17","SaD3800",2022,"Santiam",44.5923970010804,-122.551665999995,NA,NA,"4","170","170",NA,NA,"141","141",NA,NA,"195","195","207","207",NA,NA
"994","16.G6.C5.22.18","SaD3801",2022,"Santiam",44.5915030010804,-122.551894999995,NA,NA,"1",NA,NA,NA,NA,"141","141",NA,NA,NA,NA,NA,NA,NA,NA
"995","16.G6.C6.22.01","SaD3802",2022,"Santiam",44.5951380010804,-122.540973999995,"f","232","7","154","154","167","179","141","149","113","133","195","195","207","207","227","231"
"996","16.G6.C6.22.02","SaD3803",2022,"Santiam",44.5951070010804,-122.538786999995,"m","119","7","154","170","159","159","141","141","113","137","191","195","203","203","227","227"
"997","16.G6.C6.22.03","SaD3804",2022,"Santiam",44.5917320010804,-122.540389999995,NA,NA,"0",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"998","16.G6.C6.22.04","SaD3805",2022,"Santiam",44.5899920010804,-122.540167999995,NA,NA,"0",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"999","16.G6.C6.22.05","SaD3806",2022,"Santiam",44.5899590010804,-122.540152999995,NA,NA,"0",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1000","16.G6.C6.22.06","SaD3807",2022,"Santiam",44.5899410010804,-122.540134999995,"f","233","7","154","170","179","179","149","149","137","137","191","195","203","203","227","231"
"1001","16.G6.C6.22.07","SaD3808",2022,"Santiam",44.5893460010804,-122.539846999995,"f","234","6","154","170","159","179","141","149","133","137","191","191","183","183",NA,NA
"1002","16.G6.C6.22.08","SaD3809",2022,"Santiam",44.5879890010804,-122.540393999995,NA,NA,"0",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1003","16.G6.C6.22.09","SaD3810",2022,"Santiam",44.5879580010803,-122.540457999995,"f","120","7","170","170","167","175","149","149","137","137","191","195","191","207","227","227"
"1004","16.G6.C6.22.10","SaD3811",2022,"Santiam",44.5879060010804,-122.540437999995,"f","235","7","170","170","167","175","149","149","135","137","191","195","191","207","227","227"
"1005","16.G6.C6.22.11","SaD3812",2022,"Santiam",44.5872480010803,-122.540522999995,NA,NA,"1",NA,NA,NA,NA,NA,NA,"135","135",NA,NA,NA,NA,NA,NA
